Index,dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty,year,month,day,AverageYearlyLandTemp
1024,05-01-1986,11.581,0.066,17.393,0.108,5.889,0.178,16.163,0.049,1986,1,5,8.833583333
1025,06-01-1986,13.439,0.06,19.211,0.191,7.72,0.192,16.696,0.05,1986,1,6,8.833583333
1026,07-01-1986,14.293,0.06,19.987,0.1,8.739,0.115,16.991,0.05,1986,1,7,8.833583333
1027,08-01-1986,13.972,0.059,19.874,0.099,8.433,0.141,16.938,0.05,1986,1,8,8.833583333
1028,09-01-1986,11.817,0.143,17.713,0.106,6.395,0.274,16.285,0.063,1986,1,9,8.833583333
1029,10-01-1986,9.299,0.096,14.803,0.148,3.881,0.157,15.455,0.054,1986,1,10,8.833583333
1030,11-01-1986,5.919,0.1,11.232,0.063,0.702,0.092,14.407,0.055,1986,1,11,8.833583333
1031,12-01-1986,3.751,0.072,9.071,0.075,-1.399,0.105,13.805,0.052,1986,1,12,8.833583333
1032,01-01-1987,3.139,0.115,8.701,0.082,-2.344,0.109,13.758,0.058,1987,1,1,8.994416667
1033,02-01-1987,4.134,0.091,9.792,0.105,-1.366,0.092,14.161,0.053,1987,1,2,8.994416667
1034,03-01-1987,5.245,0.076,11.203,0.074,-0.467,0.084,14.538,0.051,1987,1,3,8.994416667
1035,04-01-1987,8.595,0.078,14.69,0.083,2.835,0.22,15.447,0.052,1987,1,4,8.994416667
1036,05-01-1987,11.525,0.065,17.315,0.13,5.798,0.136,16.252,0.051,1987,1,5,8.994416667
1037,06-01-1987,13.927,0.068,19.661,0.146,8.105,0.126,16.9,0.051,1987,1,6,8.994416667
1038,07-01-1987,14.89,0.144,20.667,0.105,9.326,0.196,17.296,0.063,1987,1,7,8.994416667
1039,08-01-1987,13.896,0.127,19.632,0.147,8.32,0.227,17.061,0.06,1987,1,8,8.994416667
1040,09-01-1987,12.447,0.075,18.226,0.13,6.878,0.218,16.569,0.053,1987,1,9,8.994416667
1041,10-01-1987,9.59,0.077,15.136,0.081,4.094,0.089,15.621,0.051,1987,1,10,8.994416667
1042,11-01-1987,6.056,0.052,11.518,0.161,0.71,0.131,14.561,0.049,1987,1,11,8.994416667
1043,12-01-1987,4.489,0.054,9.857,0.085,-0.712,0.107,14.13,0.048,1987,1,12,8.994416667
1044,01-01-1988,3.454,0.07,8.864,0.12,-1.798,0.09,13.978,0.052,1988,1,1,9.201583333
1045,02-01-1988,3.422,0.095,9.094,0.093,-2.031,0.075,14.064,0.052,1988,1,2,9.201583333
1046,03-01-1988,5.931,0.085,11.817,0.093,0.366,0.137,14.778,0.054,1988,1,3,9.201583333
1047,04-01-1988,8.992,0.066,14.978,0.118,3.289,0.087,15.593,0.051,1988,1,4,9.201583333
1048,05-01-1988,11.852,0.091,17.676,0.062,6.143,0.2,16.348,0.054,1988,1,5,9.201583333
1049,06-01-1988,14.099,0.098,19.974,0.16,8.356,0.085,16.976,0.057,1988,1,6,9.201583333
1050,07-01-1988,14.798,0.068,20.466,0.168,9.186,0.125,17.179,0.051,1988,1,7,9.201583333
1051,08-01-1988,14.553,0.122,20.124,0.255,8.905,0.157,17.173,0.059,1988,1,8,9.201583333
1052,09-01-1988,12.681,0.072,18.424,0.141,7.08,0.079,16.553,0.053,1988,1,9,9.201583333
1053,10-01-1988,9.979,0.062,15.719,0.194,4.363,0.151,15.639,0.052,1988,1,10,9.201583333
1054,11-01-1988,6.295,0.074,11.837,0.081,0.841,0.074,14.465,0.052,1988,1,11,9.201583333
1055,12-01-1988,4.363,0.058,9.707,0.119,-0.852,0.078,13.923,0.052,1988,1,12,9.201583333
1056,01-01-1989,2.71,0.108,8.095,0.118,-2.598,0.118,13.566,0.058,1989,1,1,8.922
1057,02-01-1989,3.627,0.095,9.3,0.067,-1.924,0.088,13.978,0.055,1989,1,2,8.922
1058,03-01-1989,5.792,0.099,11.628,0.07,0.131,0.17,14.607,0.057,1989,1,3,8.922
1059,04-01-1989,8.689,0.104,14.541,0.089,2.737,0.147,15.422,0.057,1989,1,4,8.922
1060,05-01-1989,11.28,0.094,17.105,0.208,5.494,0.13,16.121,0.056,1989,1,5,8.922
1061,06-01-1989,13.447,0.126,19.25,0.183,7.871,0.13,16.725,0.063,1989,1,6,8.922
1062,07-01-1989,14.612,0.084,20.361,0.079,8.989,0.102,17.15,0.058,1989,1,7,8.922
1063,08-01-1989,14.135,0.064,19.987,0.152,8.595,0.145,17.051,0.052,1989,1,8,8.922
1064,09-01-1989,12.403,0.101,18.198,0.105,6.675,0.15,16.5,0.059,1989,1,9,8.922
1065,10-01-1989,9.76,0.061,15.473,0.13,4.1,0.212,15.597,0.051,1989,1,10,8.922
1066,11-01-1989,6.179,0.06,11.718,0.086,0.749,0.062,14.524,0.052,1989,1,11,8.922
1067,12-01-1989,4.43,0.06,9.802,0.055,-0.807,0.096,14.058,0.053,1989,1,12,8.922
1068,01-01-1990,3.243,0.09,8.557,0.099,-1.939,0.075,13.891,0.057,1990,1,1,9.234166667
1069,02-01-1990,3.643,0.087,9.225,0.111,-1.795,0.07,14.143,0.056,1990,1,2,9.234166667
1070,03-01-1990,6.73,0.099,12.658,0.179,1.036,0.094,15.005,0.058,1990,1,3,9.234166667
1071,04-01-1990,9.169,0.059,15.058,0.084,3.373,0.125,15.683,0.052,1990,1,4,9.234166667
1072,05-01-1990,11.831,0.071,17.642,0.234,6.086,0.237,16.397,0.054,1990,1,5,9.234166667
1073,06-01-1990,13.893,0.087,19.786,0.164,8.167,0.129,16.995,0.054,1990,1,6,9.234166667
1074,07-01-1990,14.784,0.14,20.401,0.105,9.158,0.085,17.246,0.065,1990,1,7,9.234166667
1075,08-01-1990,14.095,0.05,19.956,0.221,8.514,0.162,17.11,0.054,1990,1,8,9.234166667
1076,09-01-1990,12.195,0.106,17.993,0.089,6.597,0.209,16.465,0.063,1990,1,9,9.234166667
1077,10-01-1990,9.882,0.036,15.72,0.125,4.285,0.125,15.747,0.053,1990,1,10,9.234166667
1078,11-01-1990,6.92,0.132,12.561,0.09,1.345,0.072,14.77,0.065,1990,1,11,9.234166667
1079,12-01-1990,4.425,0.079,9.935,0.057,-0.922,0.054,14.1,0.056,1990,1,12,9.234166667
1080,01-01-1991,3.195,0.066,8.506,0.044,-1.907,0.114,13.859,0.056,1991,1,1,9.179416667
1081,02-01-1991,4.044,0.087,9.774,0.074,-1.499,0.098,14.201,0.057,1991,1,2,9.179416667
1082,03-01-1991,5.574,0.076,11.411,0.106,-0.129,0.13,14.689,0.056,1991,1,3,9.179416667
1083,04-01-1991,9.226,0.04,15.123,0.09,3.414,0.159,15.716,0.055,1991,1,4,9.179416667
1084,05-01-1991,11.616,0.062,17.441,0.105,6.009,0.114,16.37,0.054,1991,1,5,9.179416667
1085,06-01-1991,14.263,0.074,19.903,0.124,8.509,0.072,17.052,0.057,1991,1,6,9.179416667
1086,07-01-1991,14.987,0.055,20.643,0.106,9.273,0.142,17.348,0.053,1991,1,7,9.179416667
1087,08-01-1991,14.319,0.057,20.036,0.086,8.61,0.111,17.163,0.055,1991,1,8,9.179416667
1088,09-01-1991,12.677,0.053,18.539,0.235,7.004,0.084,16.572,0.056,1991,1,9,9.179416667
1089,10-01-1991,9.753,0.064,15.553,0.066,4.122,0.095,15.619,0.055,1991,1,10,9.179416667
1090,11-01-1991,6.44,0.07,11.862,0.101,1.121,0.088,14.607,0.055,1991,1,11,9.179416667
1091,12-01-1991,4.059,0.041,9.284,0.078,-1.061,0.061,13.98,0.052,1991,1,12,9.179416667
1092,01-01-1992,3.579,0.084,8.914,0.1,-1.655,0.093,13.961,0.058,1992,1,1,8.836583333
1093,02-01-1992,3.931,0.148,9.491,0.116,-1.595,0.087,14.181,0.067,1992,1,2,8.836583333
1094,03-01-1992,5.952,0.069,11.692,0.064,0.253,0.086,14.771,0.056,1992,1,3,8.836583333
1095,04-01-1992,8.572,0.061,14.366,0.075,2.785,0.1,15.51,0.055,1992,1,4,8.836583333
1096,05-01-1992,11.535,0.073,17.346,0.095,5.796,0.184,16.319,0.059,1992,1,5,8.836583333
1097,06-01-1992,13.576,0.066,19.36,0.094,7.818,0.075,16.886,0.058,1992,1,6,8.836583333
1098,07-01-1992,14.139,0.081,19.853,0.083,8.421,0.082,17.001,0.057,1992,1,7,8.836583333
1099,08-01-1992,13.766,0.084,19.435,0.162,8.131,0.13,16.9,0.057,1992,1,8,8.836583333
1100,09-01-1992,11.672,0.049,17.289,0.122,6.132,0.14,16.243,0.053,1992,1,9,8.836583333
1101,10-01-1992,9.353,0.047,15.152,0.058,3.676,0.061,15.419,0.054,1992,1,10,8.836583333
1102,11-01-1992,5.889,0.083,11.303,0.062,0.463,0.066,14.343,0.056,1992,1,11,8.836583333
1103,12-01-1992,4.075,0.155,9.455,0.157,-1.063,0.126,13.902,0.068,1992,1,12,8.836583333
1104,01-01-1993,3.301,0.096,8.666,0.065,-1.919,0.076,13.896,0.062,1993,1,1,8.866583333
1105,02-01-1993,3.745,0.097,9.42,0.081,-1.744,0.054,14.085,0.06,1993,1,2,8.866583333
1106,03-01-1993,5.923,0.094,11.791,0.085,0.141,0.074,14.725,0.061,1993,1,3,8.866583333
1107,04-01-1993,8.69,0.046,14.585,0.116,2.823,0.137,15.482,0.055,1993,1,4,8.866583333
1108,05-01-1993,11.475,0.056,17.289,0.084,5.674,0.124,16.231,0.056,1993,1,5,8.866583333
1109,06-01-1993,13.518,0.075,19.292,0.094,7.767,0.146,16.859,0.058,1993,1,6,8.866583333
1110,07-01-1993,14.595,0.11,20.228,0.062,8.947,0.174,17.155,0.062,1993,1,7,8.866583333
1111,08-01-1993,13.835,0.065,19.584,0.066,8.228,0.108,16.926,0.058,1993,1,8,8.866583333
1112,09-01-1993,11.93,0.102,17.639,0.06,6.287,0.121,16.381,0.062,1993,1,9,8.866583333
1113,10-01-1993,9.614,0.064,15.294,0.061,3.987,0.047,15.543,0.058,1993,1,10,8.866583333
1114,11-01-1993,5.738,0.09,11.091,0.098,0.363,0.07,14.41,0.059,1993,1,11,8.866583333
1115,12-01-1993,4.035,0.081,9.358,0.07,-1.139,0.145,13.904,0.059,1993,1,12,8.866583333
1116,01-01-1994,3.024,0.063,8.336,0.107,-2.274,0.099,13.731,0.057,1994,1,1,9.03875
1117,02-01-1994,2.81,0.105,8.594,0.093,-2.768,0.094,13.773,0.062,1994,1,2,9.03875
1118,03-01-1994,5.731,0.071,11.663,0.083,-0.131,0.119,14.713,0.058,1994,1,3,9.03875
1119,04-01-1994,9.018,0.044,14.961,0.16,3.162,0.191,15.584,0.057,1994,1,4,9.03875
1120,05-01-1994,11.684,0.08,17.582,0.106,5.682,0.092,16.348,0.06,1994,1,5,9.03875
1121,06-01-1994,14.144,0.087,19.932,0.099,8.288,0.109,17.021,0.061,1994,1,6,9.03875
1122,07-01-1994,14.658,0.076,20.421,0.111,8.947,0.145,17.183,0.059,1994,1,7,9.03875
1123,08-01-1994,13.977,0.051,19.808,0.087,8.274,0.173,17.036,0.055,1994,1,8,9.03875
1124,09-01-1994,12.516,0.068,18.335,0.123,6.821,0.159,16.498,0.058,1994,1,9,9.03875
1125,10-01-1994,10.002,0.077,15.606,0.093,4.543,0.166,15.743,0.06,1994,1,10,9.03875
1126,11-01-1994,6.788,0.064,12.2,0.091,1.311,0.11,14.754,0.056,1994,1,11,9.03875
1127,12-01-1994,4.113,0.065,9.313,0.158,-1.102,0.064,14.036,0.06,1994,1,12,9.03875
1128,01-01-1995,3.54,0.057,8.895,0.151,-1.769,0.173,13.945,0.06,1995,1,1,9.347083333
1129,02-01-1995,4.656,0.083,10.257,0.145,-0.879,0.127,14.388,0.062,1995,1,2,9.347083333
1130,03-01-1995,5.956,0.077,11.784,0.165,0.265,0.108,14.783,0.061,1995,1,3,9.347083333
1131,04-01-1995,8.972,0.078,14.839,0.122,3.162,0.17,15.587,0.061,1995,1,4,9.347083333
1132,05-01-1995,11.57,0.063,17.301,0.121,5.758,0.222,16.279,0.057,1995,1,5,9.347083333
1133,06-01-1995,14.164,0.088,20.115,0.186,8.232,0.053,17.008,0.061,1995,1,6,9.347083333
1134,07-01-1995,15.116,0.079,20.803,0.185,9.331,0.168,17.375,0.061,1995,1,7,9.347083333
1135,08-01-1995,14.636,0.088,20.409,0.083,8.808,0.231,17.297,0.061,1995,1,8,9.347083333
1136,09-01-1995,12.565,0.087,18.382,0.068,6.921,0.182,16.58,0.06,1995,1,9,9.347083333
1137,10-01-1995,10.106,0.086,15.749,0.13,4.49,0.144,15.748,0.062,1995,1,10,9.347083333
1138,11-01-1995,6.761,0.087,12.387,0.104,1.266,0.205,14.713,0.06,1995,1,11,9.347083333
1139,12-01-1995,4.123,0.044,9.396,0.131,-1.143,0.113,13.951,0.059,1995,1,12,9.347083333
1140,01-01-1996,2.862,0.088,8.351,0.107,-2.512,0.108,13.721,0.059,1996,1,1,9.038916667
1141,02-01-1996,4.012,0.118,9.769,0.095,-1.762,0.08,14.207,0.064,1996,1,2,9.038916667
1142,03-01-1996,5.524,0.085,11.411,0.157,-0.285,0.145,14.658,0.059,1996,1,3,9.038916667
1143,04-01-1996,8.679,0.073,14.471,0.099,2.717,0.13,15.541,0.057,1996,1,4,9.038916667
1144,05-01-1996,11.588,0.106,17.437,0.102,5.792,0.123,16.272,0.063,1996,1,5,9.038916667
1145,06-01-1996,13.681,0.091,19.405,0.143,7.854,0.106,16.847,0.058,1996,1,6,9.038916667
1146,07-01-1996,14.827,0.097,20.65,0.087,9.123,0.129,17.22,0.061,1996,1,7,9.038916667
1147,08-01-1996,14.603,0.073,20.416,0.13,8.918,0.126,17.21,0.059,1996,1,8,9.038916667
1148,09-01-1996,12.294,0.053,17.974,0.116,6.711,0.17,16.444,0.056,1996,1,9,9.038916667
1149,10-01-1996,9.525,0.097,15.191,0.155,3.929,0.089,15.516,0.061,1996,1,10,9.038916667
1150,11-01-1996,6.547,0.078,11.952,0.112,1.178,0.083,14.607,0.059,1996,1,11,9.038916667
1151,12-01-1996,4.325,0.058,9.82,0.112,-1.089,0.06,14.053,0.058,1996,1,12,9.038916667
1152,01-01-1997,3.165,0.083,8.588,0.099,-2.134,0.078,13.818,0.058,1997,1,1,9.202583333
1153,02-01-1997,3.766,0.093,9.456,0.067,-1.885,0.086,14.178,0.059,1997,1,2,9.202583333
1154,03-01-1997,6.012,0.139,11.808,0.188,0.19,0.095,14.873,0.068,1997,1,3,9.202583333
1155,04-01-1997,8.891,0.054,14.817,0.114,2.967,0.115,15.634,0.055,1997,1,4,9.202583333
1156,05-01-1997,11.593,0.072,17.378,0.109,5.802,0.149,16.388,0.056,1997,1,5,9.202583333
1157,06-01-1997,14.131,0.066,19.913,0.096,8.334,0.135,17.158,0.056,1997,1,6,9.202583333
1158,07-01-1997,14.565,0.132,20.26,0.094,8.825,0.089,17.307,0.065,1997,1,7,9.202583333
1159,08-01-1997,14.256,0.091,20.13,0.104,8.579,0.122,17.266,0.059,1997,1,8,9.202583333
1160,09-01-1997,12.685,0.105,18.555,0.313,6.973,0.162,16.766,0.061,1997,1,9,9.202583333
1161,10-01-1997,10.109,0.07,15.682,0.108,4.665,0.145,15.935,0.056,1997,1,10,9.202583333
1162,11-01-1997,6.841,0.096,12.195,0.092,1.503,0.086,14.952,0.06,1997,1,11,9.202583333
1163,12-01-1997,4.417,0.062,9.634,0.064,-0.737,0.076,14.291,0.057,1997,1,12,9.202583333
1164,01-01-1998,3.352,0.076,8.555,0.093,-1.776,0.086,14.063,0.063,1998,1,1,9.522666667
1165,02-01-1998,4.826,0.106,10.475,0.11,-0.768,0.077,14.611,0.066,1998,1,2,9.522666667
1166,03-01-1998,6.023,0.082,11.888,0.073,0.301,0.102,14.958,0.065,1998,1,3,9.522666667
1167,04-01-1998,9.358,0.05,15.255,0.088,3.439,0.194,15.884,0.062,1998,1,4,9.522666667
1168,05-01-1998,12.291,0.083,18.182,0.164,6.372,0.105,16.671,0.062,1998,1,5,9.522666667
1169,06-01-1998,14.521,0.114,20.404,0.13,8.778,0.072,17.289,0.066,1998,1,6,9.522666667
1170,07-01-1998,15.34,0.074,20.972,0.062,9.715,0.17,17.609,0.062,1998,1,7,9.522666667
1171,08-01-1998,14.874,0.074,20.505,0.128,9.344,0.217,17.491,0.062,1998,1,8,9.522666667
1172,09-01-1998,12.673,0.047,18.336,0.123,7.152,0.177,16.657,0.061,1998,1,9,9.522666667
1173,10-01-1998,9.941,0.055,15.506,0.117,4.45,0.116,15.768,0.064,1998,1,10,9.522666667
1174,11-01-1998,6.404,0.081,11.872,0.09,1.039,0.082,14.697,0.062,1998,1,11,9.522666667
1175,12-01-1998,4.669,0.045,10.083,0.079,-0.656,0.101,14.214,0.061,1998,1,12,9.522666667
1176,01-01-1999,3.544,0.07,8.877,0.065,-1.732,0.11,13.933,0.063,1999,1,1,9.285083333
1177,02-01-1999,4.694,0.089,10.4,0.063,-0.957,0.099,14.367,0.065,1999,1,2,9.285083333
1178,03-01-1999,5.53,0.102,11.4,0.106,-0.274,0.086,14.676,0.069,1999,1,3,9.285083333
1179,04-01-1999,8.838,0.064,14.807,0.085,2.931,0.175,15.572,0.064,1999,1,4,9.285083333
1180,05-01-1999,11.706,0.045,17.613,0.116,5.824,0.155,16.298,0.061,1999,1,5,9.285083333
1181,06-01-1999,14.031,0.072,19.831,0.121,8.205,0.131,16.957,0.062,1999,1,6,9.285083333
1182,07-01-1999,14.853,0.101,20.578,0.087,9.24,0.12,17.218,0.064,1999,1,7,9.285083333
1183,08-01-1999,14.348,0.089,20.158,0.076,8.696,0.125,17.1,0.063,1999,1,8,9.285083333
1184,09-01-1999,12.723,0.056,18.472,0.165,7.109,0.134,16.605,0.059,1999,1,9,9.285083333
1185,10-01-1999,9.997,0.095,15.583,0.107,4.491,0.064,15.675,0.063,1999,1,10,9.285083333
1186,11-01-1999,6.592,0.083,12.121,0.08,1.107,0.085,14.673,0.063,1999,1,11,9.285083333
1187,12-01-1999,4.565,0.085,9.953,0.09,-0.692,0.078,14.13,0.064,1999,1,12,9.285083333
1188,01-01-2000,2.95,0.091,8.349,0.103,-2.322,0.072,13.773,0.064,2000,1,1,9.201166667
1189,02-01-2000,4.184,0.093,9.863,0.096,-1.371,0.092,14.266,0.065,2000,1,2,9.201166667
1190,03-01-2000,6.219,0.12,12.205,0.133,0.376,0.082,14.846,0.069,2000,1,3,9.201166667
1191,04-01-2000,9.552,0.075,15.534,0.156,3.68,0.153,15.762,0.062,2000,1,4,9.201166667
1192,05-01-2000,11.874,0.064,17.721,0.127,5.997,0.2,16.395,0.061,2000,1,5,9.201166667
1193,06-01-2000,14.06,0.1,19.847,0.206,8.243,0.161,17,0.067,2000,1,6,9.201166667
1194,07-01-2000,14.848,0.12,20.665,0.107,9.098,0.098,17.242,0.066,2000,1,7,9.201166667
1195,08-01-2000,14.519,0.086,20.308,0.095,8.796,0.152,17.243,0.063,2000,1,8,9.201166667
1196,09-01-2000,12.547,0.058,18.373,0.115,6.822,0.142,16.613,0.061,2000,1,9,9.201166667
1197,10-01-2000,9.486,0.047,15.069,0.134,4,0.097,15.588,0.06,2000,1,10,9.201166667
1198,11-01-2000,6.312,0.084,11.67,0.092,0.996,0.064,14.632,0.062,2000,1,11,9.201166667
1199,12-01-2000,3.863,0.064,9.182,0.108,-1.333,0.072,13.968,0.062,2000,1,12,9.201166667
1200,01-01-2001,3.336,0.077,8.827,0.088,-2.078,0.06,13.936,0.063,2001,1,1,9.414583333
1201,02-01-2001,3.72,0.109,9.486,0.059,-1.997,0.091,14.179,0.067,2001,1,2,9.414583333
1202,03-01-2001,6.208,0.058,12.131,0.094,0.411,0.117,14.982,0.062,2001,1,3,9.414583333
1203,04-01-2001,9.245,0.098,15.174,0.118,3.234,0.155,15.808,0.066,2001,1,4,9.414583333
1204,05-01-2001,12.271,0.105,18.185,0.13,6.35,0.107,16.569,0.066,2001,1,5,9.414583333
1205,06-01-2001,14.11,0.085,19.962,0.133,8.218,0.134,17.151,0.063,2001,1,6,9.414583333
1206,07-01-2001,15.161,0.101,20.923,0.104,9.428,0.149,17.45,0.065,2001,1,7,9.414583333
1207,08-01-2001,14.427,0.115,20.332,0.103,8.664,0.178,17.294,0.068,2001,1,8,9.414583333
1208,09-01-2001,12.736,0.087,18.581,0.114,7.07,0.17,16.758,0.065,2001,1,9,9.414583333
1209,10-01-2001,9.935,0.073,15.578,0.101,4.353,0.109,15.831,0.064,2001,1,10,9.414583333
1210,11-01-2001,7.319,0.086,12.89,0.093,1.92,0.082,15.011,0.064,2001,1,11,9.414583333
1211,12-01-2001,4.507,0.055,9.841,0.108,-0.685,0.089,14.241,0.062,2001,1,12,9.414583333
1212,01-01-2002,4.026,0.065,9.459,0.123,-1.322,0.089,14.258,0.062,2002,1,1,9.570416667
1213,02-01-2002,4.704,0.078,10.435,0.104,-0.948,0.058,14.505,0.065,2002,1,2,9.570416667
1214,03-01-2002,6.772,0.034,12.775,0.083,0.894,0.113,15.198,0.064,2002,1,3,9.570416667
1215,04-01-2002,9.229,0.049,15.146,0.099,3.308,0.152,15.818,0.062,2002,1,4,9.570416667
1216,05-01-2002,12.248,0.081,18.157,0.17,6.199,0.197,16.605,0.062,2002,1,5,9.570416667
1217,06-01-2002,14.084,0.052,19.912,0.143,8.184,0.151,17.11,0.06,2002,1,6,9.570416667
1218,07-01-2002,15.354,0.077,21.199,0.075,9.409,0.096,17.487,0.062,2002,1,7,9.570416667
1219,08-01-2002,14.56,0.067,20.444,0.136,8.807,0.136,17.328,0.061,2002,1,8,9.570416667
1220,09-01-2002,12.95,0.103,18.785,0.129,7.16,0.083,16.799,0.065,2002,1,9,9.570416667
1221,10-01-2002,9.988,0.079,15.599,0.166,4.484,0.15,15.859,0.062,2002,1,10,9.570416667
1222,11-01-2002,6.892,0.12,12.48,0.142,1.389,0.136,14.856,0.067,2002,1,11,9.570416667
1223,12-01-2002,4.038,0.064,9.357,0.119,-1.189,0.045,14.127,0.063,2002,1,12,9.570416667
1224,01-01-2003,3.981,0.07,9.558,0.119,-1.481,0.091,14.207,0.064,2003,1,1,9.525583333
1225,02-01-2003,4.085,0.097,9.749,0.088,-1.48,0.111,14.359,0.065,2003,1,2,9.525583333
1226,03-01-2003,6.048,0.055,11.972,0.077,0.215,0.127,14.973,0.062,2003,1,3,9.525583333
1227,04-01-2003,9.154,0.074,15.033,0.105,3.209,0.122,15.774,0.063,2003,1,4,9.525583333
1228,05-01-2003,12.153,0.095,18.118,0.136,6.208,0.162,16.567,0.063,2003,1,5,9.525583333
1229,06-01-2003,14.017,0.135,19.77,0.12,8.222,0.146,17.104,0.068,2003,1,6,9.525583333
1230,07-01-2003,14.983,0.184,20.757,0.117,9.223,0.154,17.423,0.078,2003,1,7,9.525583333
1231,08-01-2003,14.691,0.089,20.48,0.084,8.974,0.119,17.402,0.063,2003,1,8,9.525583333
1232,09-01-2003,12.911,0.067,18.692,0.181,7.221,0.18,16.839,0.06,2003,1,9,9.525583333
1233,10-01-2003,10.424,0.085,16.115,0.116,4.74,0.094,15.997,0.063,2003,1,10,9.525583333
1234,11-01-2003,6.727,0.075,12.203,0.134,1.347,0.117,14.838,0.061,2003,1,11,9.525583333
1235,12-01-2003,5.133,0.062,10.545,0.088,-0.179,0.091,14.436,0.062,2003,1,12,9.525583333
1236,01-01-2004,3.525,0.062,8.901,0.109,-1.65,0.097,14.097,0.059,2004,1,1,9.324583333
1237,02-01-2004,4.499,0.104,10.171,0.085,-1.182,0.075,14.488,0.065,2004,1,2,9.324583333
1238,03-01-2004,6.321,0.069,12.275,0.082,0.376,0.093,14.992,0.061,2004,1,3,9.324583333
1239,04-01-2004,9.249,0.057,15.132,0.111,3.285,0.133,15.811,0.061,2004,1,4,9.324583333
1240,05-01-2004,11.571,0.07,17.296,0.075,5.707,0.144,16.383,0.058,2004,1,5,9.324583333
1241,06-01-2004,13.889,0.097,19.66,0.128,8.035,0.155,17.006,0.063,2004,1,6,9.324583333
1242,07-01-2004,14.312,0.115,20.087,0.115,8.624,0.133,17.227,0.065,2004,1,7,9.324583333
1243,08-01-2004,14.188,0.104,20.011,0.09,8.382,0.083,17.266,0.063,2004,1,8,9.324583333
1244,09-01-2004,12.642,0.084,18.451,0.122,6.907,0.108,16.745,0.059,2004,1,9,9.324583333
1245,10-01-2004,10.127,0.091,15.843,0.117,4.511,0.092,15.889,0.061,2004,1,10,9.324583333
1246,11-01-2004,7.315,0.092,12.796,0.126,1.91,0.082,15.022,0.06,2004,1,11,9.324583333
1247,12-01-2004,4.257,0.056,9.593,0.149,-0.932,0.076,14.161,0.06,2004,1,12,9.324583333
1248,01-01-2005,3.808,0.064,9.026,0.135,-1.377,0.066,14.159,0.059,2005,1,1,9.700916667
1249,02-01-2005,3.92,0.115,9.508,0.093,-1.534,0.051,14.293,0.067,2005,1,2,9.700916667
1250,03-01-2005,6.544,0.06,12.316,0.098,0.813,0.074,15.106,0.064,2005,1,3,9.700916667
1251,04-01-2005,9.618,0.052,15.551,0.133,3.697,0.164,15.978,0.061,2005,1,4,9.700916667
1252,05-01-2005,12.226,0.09,17.995,0.132,6.392,0.166,16.629,0.061,2005,1,5,9.700916667
1253,06-01-2005,14.476,0.083,20.104,0.142,8.863,0.14,17.248,0.062,2005,1,6,9.700916667
1254,07-01-2005,15.19,0.094,20.88,0.091,9.569,0.156,17.503,0.063,2005,1,7,9.700916667
1255,08-01-2005,14.51,0.078,20.25,0.091,8.934,0.153,17.375,0.059,2005,1,8,9.700916667
1256,09-01-2005,13.217,0.08,19.11,0.109,7.412,0.148,16.903,0.059,2005,1,9,9.700916667
1257,10-01-2005,10.601,0.064,16.235,0.101,5.004,0.089,16.025,0.059,2005,1,10,9.700916667
1258,11-01-2005,7.423,0.068,12.944,0.111,1.988,0.073,15.005,0.058,2005,1,11,9.700916667
1259,12-01-2005,4.878,0.054,10.279,0.121,-0.395,0.065,14.327,0.058,2005,1,12,9.700916667
1260,01-01-2006,3.286,0.064,8.617,0.106,-1.942,0.113,13.99,0.059,2006,1,1,9.5325
1261,02-01-2006,4.43,0.118,10.124,0.185,-1.229,0.09,14.435,0.066,2006,1,2,9.5325
1262,03-01-2006,6.329,0.077,12.239,0.098,0.56,0.097,14.966,0.062,2006,1,3,9.5325
1263,04-01-2006,9.055,0.089,15.004,0.191,3.081,0.166,15.729,0.061,2006,1,4,9.5325
1264,05-01-2006,11.786,0.092,17.65,0.25,5.791,0.206,16.463,0.06,2006,1,5,9.5325
1265,06-01-2006,14.443,0.093,20.317,0.156,8.53,0.131,17.216,0.06,2006,1,6,9.5325
1266,07-01-2006,15.042,0.116,20.905,0.218,9.288,0.132,17.419,0.063,2006,1,7,9.5325
1267,08-01-2006,14.913,0.107,20.79,0.122,9.147,0.182,17.479,0.061,2006,1,8,9.5325
1268,09-01-2006,12.875,0.104,18.779,0.104,7.081,0.167,16.792,0.062,2006,1,9,9.5325
1269,10-01-2006,10.289,0.077,15.925,0.091,4.796,0.129,15.935,0.06,2006,1,10,9.5325
1270,11-01-2006,6.955,0.078,12.448,0.123,1.518,0.163,14.931,0.058,2006,1,11,9.5325
1271,12-01-2006,4.987,0.065,10.346,0.151,-0.243,0.084,14.407,0.06,2006,1,12,9.5325
1272,01-01-2007,4.579,0.059,10.084,0.147,-0.818,0.073,14.417,0.057,2007,1,1,9.732166667
1273,02-01-2007,4.221,0.077,10.039,0.077,-1.503,0.074,14.408,0.059,2007,1,2,9.732166667
1274,03-01-2007,6.485,0.113,12.483,0.096,0.517,0.142,15.017,0.065,2007,1,3,9.732166667
